from_id,AI,X,Y,CAL
"103643",1319.34513564968,529245,184952,2
"103644",1064.84312881838,529345,184952,2
"103645",907.019375222043,529445,184952,1
"103646",896.296651875696,529545,184952,1
"103647",1711.48862575366,529645,184952,3
"103648",1086.11226744086,529745,184952,2
"103649",1412.33655534021,529845,184952,2
"104152",979.725063225916,524445,185052,1
"104153",852.425384805662,524545,185052,1
"104154",842.416608271289,524645,185052,1
"104155",793.656166097642,524745,185052,1
"104156",1247.01315991515,524845,185052,2
"104157",1274.95021857664,524945,185052,2
"104158",816.080715972618,525045,185052,1
"104159",833.884495733291,525145,185052,1
"104160",855.658887629568,525245,185052,1
"104161",1310.90857280279,525345,185052,2
"104162",1384.26681130223,525445,185052,2
"104163",1393.43790402632,525545,185052,2
"104164",1351.83064445589,525645,185052,2
"104165",1342.9988117537,525745,185052,2
"104166",863.949441175624,525845,185052,1
"104167",886.64150558231,525945,185052,1
"104168",958.586251361078,526045,185052,1
"104169",895.83975941448,526145,185052,1
"104170",907.733250524882,526245,185052,1
"104171",1020.21302796781,526345,185052,2
"104172",930.512860492187,526445,185052,1
"104173",979.593185846306,526545,185052,1
"104174",973.107705043651,526645,185052,1
"104175",991.167228318686,526745,185052,2
"104176",875.125904820639,526845,185052,1
"104177",1063.60806277933,526945,185052,2
"104178",1250.82494702818,527045,185052,2
"104179",1496.15306751888,527145,185052,2
"104180",1565.5598611382,527245,185052,3
"104181",2354.70553920993,527345,185052,4
"104182",1686.59340997139,527445,185052,3
"104183",1467.9920538936,527545,185052,2
"104184",1177.48800708118,527645,185052,2
"104185",1020.01132160156,527745,185052,2
"104186",940.647846259374,527845,185052,1
"104187",917.288634795382,527945,185052,1
"104188",1508.80669721289,528045,185052,2
"104189",1674.59282582096,528145,185052,3
"104190",1495.8323469758,528245,185052,2
"104191",1203.50179698148,528345,185052,2
"104192",913.234904003464,528445,185052,1
"104193",915.864173504248,528545,185052,1
"104194",997.225164249907,528645,185052,2
"104195",1256.73072512822,528745,185052,2
"104196",1363.23436285558,528845,185052,2
"104197",1789.45156124454,528945,185052,3
"104198",1855.05644275978,529045,185052,3
"104199",1781.80633956191,529145,185052,3
"104200",1321.05975780891,529245,185052,2
"104201",1251.51190701512,529345,185052,2
"104202",1223.43437605438,529445,185052,2
"104203",860.706438147223,529545,185052,1
"104204",983.705811474946,529645,185052,2
"104205",1233.54853752939,529745,185052,2
"104713",1290.66293136306,524345,185152,2
"104714",873.936233738449,524445,185152,1
"104715",842.186424793549,524545,185152,1
"104716",1008.9021731472,524645,185152,2
"104717",3785.879259814,524745,185152,6
"104718",2766.14002719849,524845,185152,5
"104719",2792.75576433493,524945,185152,5
"104720",1064.72952811324,525045,185152,2
"104721",2079.9665942839,525145,185152,3
"104722",1729.8677468345,525245,185152,3
"104723",1510.04471851568,525345,185152,2
"104724",1703.2428008923,525445,185152,3
"104725",1390.24964919076,525545,185152,2
"104726",1376.73713000103,525645,185152,2
"104727",1164.40104048066,525745,185152,2
"104728",1059.96657820775,525845,185152,2
"104729",994.799472378288,525945,185152,2
"104730",890.413275586052,526045,185152,1
"104731",792.936508375271,526145,185152,1
"104732",859.14100770105,526245,185152,1
"104733",939.84339608956,526345,185152,1
"104734",866.210296727031,526445,185152,1
"104735",1130.68433003178,526545,185152,2
"104736",1206.97051966947,526645,185152,2
"104737",984.643459319705,526745,185152,2
"104738",952.297510866938,526845,185152,1
"104739",994.007508393817,526945,185152,2
"104740",1214.56781730248,527045,185152,2
"104741",1656.72621027212,527145,185152,3
"104742",1474.05071102263,527245,185152,2
"104743",1470.3308316933,527345,185152,2
"104744",1413.70867606402,527445,185152,2
"104745",1173.1759369018,527545,185152,2
"104746",980.634552244665,527645,185152,1
"104747",1058.74529376154,527745,185152,2
"104748",1058.74377980309,527845,185152,2
"104749",1497.97454757156,527945,185152,2
"104750",1537.31281383926,528045,185152,2
"104751",1638.43603874696,528145,185152,3
"104752",1689.91111663004,528245,185152,3
"104753",1136.90152585035,528345,185152,2
"104754",902.838688017935,528445,185152,1
"104755",910.643000890861,528545,185152,1
"104756",964.182594347694,528645,185152,1
"104757",1245.65650410458,528745,185152,2
"104758",1320.31946213971,528845,185152,2
"104759",1802.06239946406,528945,185152,3
"104760",3357.69493078035,529045,185152,6
"104761",1766.38724823601,529145,185152,3
"104762",1365.54270077579,529245,185152,2
"104763",1341.50833399617,529345,185152,2
"104764",1225.53991778676,529445,185152,2
"104765",1383.0758651686,529545,185152,2
"104766",973.090060223047,529645,185152,1
"105274",1059.68837502601,524245,185252,2
"105275",762.814745166309,524345,185252,1
"105276",911.382068534207,524445,185252,1
"105277",1827.52278099519,524545,185252,3
"105278",1458.70476928794,524645,185252,2
"105279",1222.7138928556,524745,185252,2
"105280",1223.62653831215,524845,185252,2
"105281",1213.46350140921,524945,185252,2
"105282",1084.88560524431,525045,185252,2
"105283",1707.48995791438,525145,185252,3
"105284",1786.6233354503,525245,185252,3
"105285",1819.91369901184,525345,185252,3
"105286",1549.68056667254,525445,185252,3
"105287",1518.15768731453,525545,185252,2
"105288",1211.34391787052,525645,185252,2
"105289",1169.29410151744,525745,185252,2
"105290",1153.44320100788,525845,185252,2
"105291",1086.89630179633,525945,185252,2
"105292",872.476262525828,526045,185252,1
"105293",817.308485717245,526145,185252,1
"105294",824.154466489035,526245,185252,1
"105295",973.089363426488,526345,185252,1
"105296",1052.57026382524,526445,185252,2
"105297",1177.56883699339,526545,185252,2
"105298",1229.40781222641,526645,185252,2
"105299",1196.43339333228,526745,185252,2
"105300",1021.07005074957,526845,185252,2
"105301",1123.30023997911,526945,185252,2
"105302",1349.49795900349,527045,185252,2
"105303",1551.28210105048,527145,185252,3
"105304",1563.22319877931,527245,185252,3
"105305",1441.10923240347,527345,185252,2
"105306",1424.45164292021,527445,185252,2
"105307",1211.53287626829,527545,185252,2
"105308",1024.16293971316,527645,185252,2
"105309",1054.29971453006,527745,185252,2
"105310",1897.43505982429,527845,185252,3
"105311",1210.59542961037,527945,185252,2
"105312",1515.90895937687,528045,185252,2
"105313",1657.6597848463,528145,185252,3
"105314",1270.66240106998,528245,185252,2
"105315",1253.69595305178,528345,185252,2
"105316",991.987785064009,528445,185252,2
"105317",822.742174592941,528545,185252,1
"105318",939.868286641916,528645,185252,1
"105319",938.847903132952,528745,185252,1
"105320",994.304646767227,528845,185252,2
"105321",1779.15664515085,528945,185252,3
"105322",1784.59217245423,529045,185252,3
"105323",1374.98461620346,529145,185252,2
"105324",1358.60525340732,529245,185252,2
"105325",1355.92738171468,529345,185252,2
"105326",1258.73824867267,529445,185252,2
"105327",1375.73692380396,529545,185252,2
"105328",999.195783862811,529645,185252,2
"105835",1138.05641063389,524145,185352,2
"105836",852.891109470879,524245,185352,1
"105837",855.301730919389,524345,185352,1
"105838",1785.3085647212,524445,185352,3
"105839",942.923426792224,524545,185352,1
"105840",938.90358380233,524645,185352,1
"105841",953.071382387728,524745,185352,1
"105842",898.46768713915,524845,185352,1
"105843",937.986474193975,524945,185352,1
"105844",939.909519026941,525045,185352,1
"105845",1682.60652517112,525145,185352,3
"105846",1696.04392335075,525245,185352,3
"105847",1476.64283193038,525345,185352,2
"105848",1484.59001884526,525445,185352,2
"105849",1384.8601532519,525545,185352,2
"105850",1408.78094526069,525645,185352,2
"105851",1192.87636441902,525745,185352,2
"105852",881.69010114668,525845,185352,1
"105853",818.745614081808,525945,185352,1
"105854",862.9165292242,526045,185352,1
"105855",802.637195231223,526145,185352,1
"105856",836.409890565154,526245,185352,1
"105857",1113.82640902979,526345,185352,2
"105858",1202.80418374648,526445,185352,2
"105859",1462.86894705604,526545,185352,2
"105860",1181.09336376195,526645,185352,2
"105861",1003.48764335621,526745,185352,2
"105862",1071.15396978586,526845,185352,2
"105863",1121.45709485877,526945,185352,2
"105864",1647.32161533268,527045,185352,3
"105865",1856.59404911126,527145,185352,3
"105866",1385.69280387833,527245,185352,2
"105867",1204.80867989037,527345,185352,2
"105868",1167.99971637639,527445,185352,2
"105869",1212.82578506897,527545,185352,2
"105870",1169.5156086415,527645,185352,2
"105871",1167.03242318545,527745,185352,2
"105872",1209.71767478961,527845,185352,2
"105873",1160.70974951342,527945,185352,2
"105874",1329.72234001154,528045,185352,2
"105875",1257.10516801128,528145,185352,2
"105876",1262.36839963064,528245,185352,2
"105877",1124.06926155738,528345,185352,2
"105878",799.162124582898,528445,185352,1
"105879",794.006018566392,528545,185352,1
"105880",897.341485518051,528645,185352,1
"105881",1002.91356664567,528745,185352,2
"105882",1399.53598662526,528845,185352,2
"105883",1591.96264800156,528945,185352,3
"105884",1381.78022906411,529045,185352,2
"105885",1334.59922505139,529145,185352,2
"105886",985.642560500993,529245,185352,2
"105887",1207.06711724933,529345,185352,2
"105888",1372.89746719902,529445,185352,2
"105889",950.566274857832,529545,185352,1
"106396",1898.44041463542,524045,185452,3
"106397",1171.72493035418,524145,185452,2
"106398",939.488381426575,524245,185452,1
"106399",861.332791973627,524345,185452,1
"106400",892.146045172624,524445,185452,1
"106401",931.201115713446,524545,185452,1
"106402",804.490006138598,524645,185452,1
"106403",917.386379068322,524745,185452,1
"106404",900.360141303193,524845,185452,1
"106405",939.51923594536,524945,185452,1
"106406",1663.0007862224,525045,185452,3
"106407",1673.45328098863,525145,185452,3
"106408",1665.63708041422,525245,185452,3
"106409",1633.29678602715,525345,185452,3
"106410",1518.20596077448,525445,185452,2
"106411",1395.46412344154,525545,185452,2
"106412",703.485572760117,525645,185452,1
"106413",1209.0856646201,525745,185452,2
"106414",870.979415376245,525845,185452,1
"106415",941.999116404086,525945,185452,1
"106416",945.164474540006,526045,185452,1
"106417",937.508144072365,526145,185452,1
"106418",1106.84857456976,526245,185452,2
"106419",1131.48127422953,526345,185452,2
"106420",1143.62740682978,526445,185452,2
"106421",1362.97189275667,526545,185452,2
"106422",1290.5549971654,526645,185452,2
"106423",1098.31970756007,526745,185452,2
"106424",1069.34038851438,526845,185452,2
"106425",1238.99291999746,526945,185452,2
"106426",1553.76934389119,527045,185452,3
"106427",1425.39863270955,527145,185452,2
"106428",1249.56286961492,527245,185452,2
"106429",1198.15479452384,527345,185452,2
"106430",1192.17862407858,527445,185452,2
"106431",1934.61299610078,527545,185452,3
"106432",1336.06375956421,527645,185452,2
"106433",2121.17304989176,527745,185452,4
"106434",1542.72554270816,527845,185452,2
"106435",1643.78786360618,527945,185452,3
"106436",2398.33832906548,528045,185452,4
"106437",1409.06998777409,528145,185452,2
"106438",1312.18622711651,528245,185452,2
"106439",1309.15044681748,528345,185452,2
"106440",1305.82263764839,528445,185452,2
"106441",850.329125244664,528545,185452,1
"106442",1009.73228748087,528645,185452,2
"106443",1194.74341366972,528745,185452,2
"106444",1566.3452807459,528845,185452,3
"106445",1557.6136640078,528945,185452,3
"106446",1266.13111068756,529045,185452,2
"106447",994.615014122403,529145,185452,2
"106448",1053.48246724417,529245,185452,2
"106449",1082.96412171047,529345,185452,2
"106450",1074.87329722611,529445,185452,2
"106957",1206.00439604306,524045,185552,2
"106958",1156.45117622036,524145,185552,2
"106959",1007.14369830931,524245,185552,2
"106960",938.006388378229,524345,185552,1
"106961",954.993640591578,524445,185552,1
"106962",909.252849893024,524545,185552,1
"106963",764.933570085683,524645,185552,1
"106964",876.679769125337,524745,185552,1
"106965",887.866978905745,524845,185552,1
"106966",1034.12863668971,524945,185552,2
"106967",1691.11605734601,525045,185552,3
"106968",1685.40683521516,525145,185552,3
"106969",1543.80671554817,525245,185552,3
"106970",1666.63436325237,525345,185552,3
"106971",1614.91326433434,525445,185552,3
"106972",1512.47584322441,525545,185552,2
"106973",749.348527946977,525645,185552,1
"106974",717.931620584811,525745,185552,1
"106975",812.879351179983,525845,185552,1
"106976",929.479380342995,525945,185552,1
"106977",1060.44600339112,526045,185552,2
"106978",1064.7355934682,526145,185552,2
"106979",1444.99236698448,526245,185552,2
"106980",1508.29021597508,526345,185552,2
"106981",2059.288476684,526445,185552,3
"106982",1453.9390943776,526545,185552,2
"106983",1288.12417168006,526645,185552,2
"106984",1287.33054081589,526745,185552,2
"106985",1403.18543726192,526845,185552,2
"106986",1142.7472346576,526945,185552,2
"106987",1410.06401076184,527045,185552,2
"106988",1169.8157872167,527145,185552,2
"106989",1918.27147835579,527245,185552,3
"106990",1644.96636094965,527345,185552,3
"106991",1459.67478094648,527445,185552,2
"106992",2083.56487163654,527545,185552,3
"106993",1410.41721489513,527645,185552,2
"106994",1469.65002814578,527745,185552,2
"106995",1849.75365120443,527845,185552,3
"106996",2294.03727294039,527945,185552,4
"106997",2461.92904890268,528045,185552,4
"106998",2397.28518552043,528145,185552,4
"106999",1244.70321162333,528245,185552,2
"107000",1219.38966692482,528345,185552,2
"107001",1304.46686927292,528445,185552,2
"107002",980.047979203834,528545,185552,1
"107003",1157.34916936184,528645,185552,2
"107004",1208.73484510753,528745,185552,2
"107005",1177.07974760698,528845,185552,2
"107006",1138.76782136076,528945,185552,2
"107007",1261.43152137139,529045,185552,2
"107008",1080.87318237863,529145,185552,2
"107009",1136.68689348275,529245,185552,2
"107010",1117.95873770916,529345,185552,2
"107519",915.63469015455,524145,185652,1
"107522",873.191807938437,524445,185652,1
"107526",887.972023605212,524845,185652,1
"107527",1000.65803149299,524945,185652,2
"107528",1014.85182763647,525045,185652,2
"107529",1063.36067246806,525145,185652,2
